Feature,Importance
trf1__u_symptom_Symptom 338,0.0
trf1__u_symptom_Symptom 335,0.0
trf1__u_symptom_Symptom 333,0.0
trf1__u_symptom_Symptom 331,0.0
trf1__u_symptom_Symptom 330,0.0
trf1__u_symptom_Symptom 328,0.0
trf1__u_symptom_Symptom 326,0.0
trf1__u_symptom_Symptom 323,0.0
trf1__u_symptom_Symptom 321,0.0
trf1__u_symptom_Symptom 32,0.0
trf1__u_symptom_Symptom 319,0.0
trf1__u_symptom_Symptom 317,0.0
trf1__u_symptom_Symptom 316,0.0
trf1__location_Location 157,0.0
trf1__u_symptom_Symptom 313,0.0
trf1__location_Location 158,0.0
trf1__u_symptom_Symptom 310,0.0
trf1__u_symptom_Symptom 309,0.0
trf1__u_symptom_Symptom 308,0.0
trf1__u_symptom_Symptom 307,0.0
trf1__u_symptom_Symptom 305,0.0
trf1__u_symptom_Symptom 304,0.0
trf1__u_symptom_Symptom 303,0.0
trf1__u_symptom_Symptom 302,0.0
trf1__u_symptom_Symptom 301,0.0
trf1__u_symptom_Symptom 30,0.0
trf1__u_symptom_Symptom 3,0.0
trf1__u_symptom_Symptom 299,0.0
trf1__location_Location 16,0.0
trf1__u_symptom_Symptom 294,0.0
trf1__u_symptom_Symptom 337,0.0
trf1__u_symptom_Symptom 34,0.0
trf1__u_symptom_Symptom 195,0.0
trf1__u_symptom_Symptom 340,0.0
trf1__u_symptom_Symptom 384,0.0
trf1__u_symptom_Symptom 383,0.0
trf1__u_symptom_Symptom 382,0.0
trf1__location_Location 155,0.0
trf1__u_symptom_Symptom 380,0.0
trf1__u_symptom_Symptom 377,0.0
trf1__u_symptom_Symptom 376,0.0
trf1__u_symptom_Symptom 375,0.0
trf1__u_symptom_Symptom 372,0.0
trf1__location_Location 156,0.0
trf1__u_symptom_Symptom 37,0.0
trf1__u_symptom_Symptom 368,0.0
trf1__u_symptom_Symptom 365,0.0
trf1__u_symptom_Symptom 364,0.0
trf1__u_symptom_Symptom 362,0.0
trf1__u_symptom_Symptom 361,0.0
trf1__u_symptom_Symptom 360,0.0
trf1__u_symptom_Symptom 359,0.0
trf1__u_symptom_Symptom 358,0.0
trf1__u_symptom_Symptom 357,0.0
trf1__u_symptom_Symptom 356,0.0
trf1__u_symptom_Symptom 355,0.0
trf1__u_symptom_Symptom 353,0.0
trf1__u_symptom_Symptom 35,0.0
trf1__u_symptom_Symptom 348,0.0
trf1__u_symptom_Symptom 346,0.0
trf1__u_symptom_Symptom 345,0.0
trf1__u_symptom_Symptom 342,0.0
trf1__u_symptom_Symptom 341,0.0
trf1__location_Location 160,0.0
trf1__location_Location 162,0.0
trf1__u_symptom_Symptom 290,0.0
trf1__u_symptom_Symptom 29,0.0
trf1__u_symptom_Symptom 244,0.0
trf1__location_Location 174,0.0
trf1__location_Location 175,0.0
trf1__u_symptom_Symptom 237,0.0
trf1__u_symptom_Symptom 234,0.0
trf1__u_symptom_Symptom 233,0.0
trf1__u_symptom_Symptom 231,0.0
trf1__u_symptom_Symptom 230,0.0
trf1__u_symptom_Symptom 23,0.0
trf1__u_symptom_Symptom 226,0.0
trf1__u_symptom_Symptom 223,0.0
trf1__u_symptom_Symptom 221,0.0
trf1__u_symptom_Symptom 220,0.0
trf1__u_symptom_Symptom 22,0.0
trf1__u_symptom_Symptom 219,0.0
trf1__location_Location 177,0.0
trf1__location_Location 178,0.0
trf1__u_symptom_Symptom 216,0.0
trf1__u_symptom_Symptom 213,0.0
trf1__u_symptom_Symptom 210,0.0
trf1__location_Location 180,0.0
trf1__location_Location 181,0.0
trf1__u_symptom_Symptom 207,0.0
trf1__u_symptom_Symptom 204,0.0
trf1__u_symptom_Symptom 203,0.0
trf1__u_symptom_Symptom 20,0.0
trf1__location_Location 182,0.0
trf1__u_symptom_Symptom 198,0.0
trf1__u_symptom_Symptom 197,0.0
trf1__u_symptom_Symptom 246,0.0
trf1__u_symptom_Symptom 248,0.0
trf1__u_symptom_Symptom 249,0.0
trf1__u_symptom_Symptom 271,0.0
trf1__u_symptom_Symptom 288,0.0
trf1__location_Location 164,0.0
trf1__location_Location 165,0.0
trf1__u_symptom_Symptom 284,0.0
trf1__u_symptom_Symptom 283,0.0
trf1__u_symptom_Symptom 282,0.0
trf1__u_symptom_Symptom 281,0.0
trf1__u_symptom_Symptom 279,0.0
trf1__u_symptom_Symptom 278,0.0
trf1__u_symptom_Symptom 277,0.0
trf1__u_symptom_Symptom 275,0.0
trf1__location_Location 166,0.0
trf1__u_symptom_Symptom 272,0.0
trf1__location_Location 167,0.0
trf1__u_symptom_Symptom 25,0.0
trf1__u_symptom_Symptom 269,0.0
trf1__u_symptom_Symptom 268,0.0
trf1__u_symptom_Symptom 265,0.0
trf1__location_Location 168,0.0
trf1__u_symptom_Symptom 262,0.0
trf1__u_symptom_Symptom 260,0.0
trf1__u_symptom_Symptom 26,0.0
trf1__location_Location 169,0.0
trf1__u_symptom_Symptom 255,0.0
trf1__u_symptom_Symptom 254,0.0
trf1__u_symptom_Symptom 252,0.0
trf1__u_symptom_Symptom 251,0.0
trf1__u_symptom_Symptom 250,0.0
trf1__contact_type_Direct opening,0.0
